NRA,NOMBRE,SECTOR,ESTADO,MUNICIPIO,SUSTANCIA,UNIDAD,AIRE,AGUA,SUELO,REUTILIZACION,RECICLADO,COPROCESAMIENTO,TRATAMIENTO,DISP_FINAL,ALCANTARILLADO,INCINERACION,OTROS,Comp_or_persist,Gases_Efecto_Invern,Hidrocarb_arom_y_alif,Metales,Organohalogenados,Sust_agot_del_ozono,Plaguicidas,Otras_sust_peligr,GRUPO
SIS1J3003911,SALES DEL ISTMO.  S.A. DE C.V.. Sales del Istmo.  S.A.  de C.V.,Quimica,VERACRUZ,Coatzacoalcos,Cadmio (compuestos),Kg,0,7.468,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SIS1J3003911,SALES DEL ISTMO.  S.A. DE C.V.. Sales del Istmo.  S.A.  de C.V.,Quimica,VERACRUZ,Coatzacoalcos,Niquel (compuestos),Kg,0,47.9055,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SIS1J3003911,SALES DEL ISTMO.  S.A. DE C.V.. Sales del Istmo.  S.A.  de C.V.,Quimica,VERACRUZ,Coatzacoalcos,Plomo (compuestos),Kg,0,40.5977,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SIS7F2903911,SIMEC INTERNATIONAL 6.  S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),TLAXCALA,Xaloztoc,Bioxido de carbono,Kg,14882059,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SIT8A2902211,SCHNEIDER INDUSTRIAL TLAXCALA SA DE CV. ,Quimica,TLAXCALA,Acuamanala de Miguel Hidalgo,Bioxido de carbono,Kg,1248619.57,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SKA1307500002,Skarton.  S.A.  de C.V.. SKARTON.  S.A. DE C.V.,Celulosa y papel,HIDALGO,Tolcayuca,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,3.9809,0,0,,,,1,,,,,Metales
SKA1307500002,Skarton.  S.A.  de C.V.. SKARTON.  S.A. DE C.V.,Celulosa y papel,HIDALGO,Tolcayuca,Bioxido de carbono,Kg,1413695.4,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SLM5Q1510411,SAYER LACK MEXICANA.  S. A. DE C. V.. ,Quimica,MEXICO,Tlalnepantla de Baz,Bioxido de carbono,Kg,681700,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SLM5U1100411,SAYER LACK MEXICANA.  S. A. DE C. V.. SAYER LACK MEXICANA. S.A. DE C.V.,Pinturas y tintas,GUANAJUATO,Apaseo el Alto,Bioxido de carbono,Kg,3686792,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SLM5U1510421,SAYER LACK MEXICANA.  S. A. DE C. V.. SAYER LACK,Pinturas y tintas,MEXICO,Tlalnepantla de Baz,Bioxido de carbono,Kg,414980,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SLM9U0803711,Salter Labs de Mexico.  S.A. de C.V.. ,Articulos y productos metalicos,CHIHUAHUA,Juarez,Bioxido de carbono,Kg,148242.96,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SMA5W1403912,SANCHEZ Y MARTIN SA DE CV. Sanchez y Martin,Quimica,JALISCO,Guadalajara,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,4.19,0,4.1898,,,,1,,,,,Metales
SMA5W1403912,SANCHEZ Y MARTIN SA DE CV. Sanchez y Martin,Quimica,JALISCO,Guadalajara,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,1.676,0,1.6759,,,,1,,,,,Metales
SMA5W1403912,SANCHEZ Y MARTIN SA DE CV. Sanchez y Martin,Quimica,JALISCO,Guadalajara,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,1.676,0,1.6759,,,,1,,,,,Metales
SMA5W1403912,SANCHEZ Y MARTIN SA DE CV. Sanchez y Martin,Quimica,JALISCO,Guadalajara,Bioxido de carbono,Kg,13539340,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SMCKE0400311,SERVICIOS MARITIMOS DE CAMPECHE S.A. DE C.V.. SMC,Automotriz,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,1.2569,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMD2803200133,Sociedad De Motores Domesticos S. de R.L. de C.V.. ,Articulos y productos metalicos,TAMAULIPAS,Reynosa,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,1511.5425,0,0,0,0,0,0,,,,1,,,,,Metales
SMEHI3105011,STAR MEDICA.  S.A DE C.V.. HOSPITAL STAR MeDICA ,Servicios de salud y de asistencia,YUCATAN,Merida,Cadmio (compuestos),Kg,0,0,2.4527,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMEHI3105011,STAR MEDICA.  S.A DE C.V.. HOSPITAL STAR MeDICA ,Servicios de salud y de asistencia,YUCATAN,Merida,Cromo (compuestos),Kg,0,0,12.2635,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMEHI3105011,STAR MEDICA.  S.A DE C.V.. HOSPITAL STAR MeDICA ,Servicios de salud y de asistencia,YUCATAN,Merida,Niquel (compuestos),Kg,0,0,30.6588,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMEHI3105011,STAR MEDICA.  S.A DE C.V.. HOSPITAL STAR MeDICA ,Servicios de salud y de asistencia,YUCATAN,Merida,Plomo (compuestos),Kg,0,0,10.424,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMEM92800311,INEOS Styrolution Mexicana.  S.A. de C.V..  Terminal Maritima. ,Petroleo y petroquimica,TAMAULIPAS,Altamira,Estireno (fenil etileno),Kg,4942,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
SMEM92800311,INEOS Styrolution Mexicana.  S.A. de C.V..  Terminal Maritima. ,Petroleo y petroquimica,TAMAULIPAS,Altamira,Acrilonitrilo,Kg,1270,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
SMEQF0502712,SHILOH DE MeXICO.  S.A. DE C.V.. ,Automotriz,COAHUILA,Ramos Arizpe,Plomo (compuestos),Kg,0,0,0,0,0,0,1.54,0,0,0,0,,,,1,,,,,Metales
SME0100500021,SAKAIYA DE MEXICO SA DE CV. SAKAIYA PLANTA 3,Automotriz,AGUASCALIENTES,Jesus Maria,Cromo (compuestos),Kg,0,0,0,0,0,14.127,268.4178,0,3.4002,0,0,,,,1,,,,,Metales
SME0100500021,SAKAIYA DE MEXICO SA DE CV. SAKAIYA PLANTA 3,Automotriz,AGUASCALIENTES,Jesus Maria,Niquel (compuestos),Kg,0,0,0,0,0,19.726,374.7934,0,1.9306,0,0,,,,1,,,,,Metales
SME0400300190,SAPURAKENCANA MEXICANA S.A.P.I. DE C.V.. ,Otros,CAMPECHE,Carmen,Tricloroetileno,Kg,0,0,0,180,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
SME1510600486,SELGEL MEXICO S.A. DE C.V.. ,Quimica,MEXICO,Toluca,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,1.9515,0,0,,,,1,,,,,Metales
SME1510600486,SELGEL MEXICO S.A. DE C.V.. ,Quimica,MEXICO,Toluca,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,1.4051,0,0,,,,1,,,,,Metales
SME2200600140,Sika Mexicana SA de CV. ,Quimica,QUERETARO,Corregidora,Bioxido de carbono,Kg,282000,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME2800300059,Sika Mexicana S.A. de C.V.. ,Pinturas y tintas,TAMAULIPAS,Altamira,Bioxido de carbono,Kg,1046921.731,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME2803200083,SANMINA-SCI DE MEXICO SA DE CV. SANMINA SCI DE MEXICO,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,4.3471,0,0,,,,1,,,,,Metales
SME2803200083,SANMINA-SCI DE MEXICO SA DE CV. SANMINA SCI DE MEXICO,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,4.3471,0,0,,,,1,,,,,Metales
SME2803200083,SANMINA-SCI DE MEXICO SA DE CV. SANMINA SCI DE MEXICO,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,3.7476,0,0,,,,1,,,,,Metales
SME2803200083,SANMINA-SCI DE MEXICO SA DE CV. SANMINA SCI DE MEXICO,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,3.9725,0,0,,,,1,,,,,Metales
SME2803200083,SANMINA-SCI DE MEXICO SA DE CV. SANMINA SCI DE MEXICO,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,3.9725,0,0,,,,1,,,,,Metales
SME2803200083,SANMINA-SCI DE MEXICO SA DE CV. SANMINA SCI DE MEXICO,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Plomo (polvos respirables.  humos o vapores),Kg,5.00E-06,0,0,0,311,0,0,0,0,0,0,,,,1,,,,,Metales
SME3I2107411,SKYTEX MEXICO S.A. DE C.V.. SKYTEX MeXICO,Textiles.  fibras e hilos,PUEBLA,Huejotzingo,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.1524,,,,1,,,,,Metales
SME3I2107411,SKYTEX MEXICO S.A. DE C.V.. SKYTEX MeXICO,Textiles.  fibras e hilos,PUEBLA,Huejotzingo,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,10.0072,,,,1,,,,,Metales
SME3I2107411,SKYTEX MEXICO S.A. DE C.V.. SKYTEX MeXICO,Textiles.  fibras e hilos,PUEBLA,Huejotzingo,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.4843,,,,1,,,,,Metales
SME3I2107411,SKYTEX MEXICO S.A. DE C.V.. SKYTEX MeXICO,Textiles.  fibras e hilos,PUEBLA,Huejotzingo,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.1524,,,,1,,,,,Metales
SME3K1501411,STRETCHLINE DE MEXICO S. DE R. L. DE C. V.. ,Textiles.  fibras e hilos,MEXICO,Atlacomulco,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,1.397,0,0,,,,1,,,,,Metales
SME3K1501411,STRETCHLINE DE MEXICO S. DE R. L. DE C. V.. ,Textiles.  fibras e hilos,MEXICO,Atlacomulco,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,2.7941,0,0,,,,1,,,,,Metales
SME3K1501411,STRETCHLINE DE MEXICO S. DE R. L. DE C. V.. ,Textiles.  fibras e hilos,MEXICO,Atlacomulco,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,5.0293,0,0,,,,1,,,,,Metales
SME5Q1510611,Stahl de Mexico.  S.A. de C.V.. ,Quimica,MEXICO,Toluca,Bioxido de carbono,Kg,1602210,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Arsenico (compuestos),Kg,0,5.7998,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Cadmio (compuestos),Kg,0,57.9976,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Cromo (compuestos),Kg,0,347.9856,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Mercurio (compuestos),Kg,0,5.7998,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Niquel (compuestos),Kg,0,243.5899,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Plomo (compuestos),Kg,0,115.9952,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Estireno (fenil etileno),Kg,0,0,0,0,0,7910,0,0,0,110950,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
SME5Q2800312,INEOS Styrolution Mexicana.  S.A. de C.V.. ,Quimica,TAMAULIPAS,Altamira,Bioxido de carbono,Kg,362754,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME520200431,BENCHMARK ELECTRONICS TIJUANA S DE RL DE CV. ,Equipos y articulos electronicos.  electricos y domesticos,BAJA CALIFORNIA,Tijuana,Hidrofluorocarbonos,Kg,206.1745,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME561503311,MANUFACTURAS SONOCO S.A. DE C.V.. ,Celulosa y papel,MEXICO,Ecatepec de Morelos,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,1.259,0,0,,,,1,,,,,Metales
SME561503311,MANUFACTURAS SONOCO S.A. DE C.V.. ,Celulosa y papel,MEXICO,Ecatepec de Morelos,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,4.9809,0,0,,,,1,,,,,Metales
SME561503311,MANUFACTURAS SONOCO S.A. DE C.V.. ,Celulosa y papel,MEXICO,Ecatepec de Morelos,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,24.9043,0,0,,,,1,,,,,Metales
SME561503311,MANUFACTURAS SONOCO S.A. DE C.V.. ,Celulosa y papel,MEXICO,Ecatepec de Morelos,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,24.9043,0,0,,,,1,,,,,Metales
SME561503311,MANUFACTURAS SONOCO S.A. DE C.V.. ,Celulosa y papel,MEXICO,Ecatepec de Morelos,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,24.9043,0,0,,,,1,,,,,Metales
SME561503311,MANUFACTURAS SONOCO S.A. DE C.V.. ,Celulosa y papel,MEXICO,Ecatepec de Morelos,Bioxido de carbono,Kg,11127380,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME6A1407011,SEMMATERIALS MEXICO S DE RL DE CV. ,Petroleo y petroquimica,JALISCO,El Salto,Bioxido de carbono,Kg,605267.52,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME6W1700411,SAINT-GOBAIN MEXICO SA DE CV. Saint Gobain Mexico.  SA de CV_ BU Saint Gobain Glass,Vidrio,MORELOS,Ayala,Plomo (compuestos),Kg,0,0,7.4221,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME6W1700411,SAINT-GOBAIN MEXICO SA DE CV. Saint Gobain Mexico.  SA de CV_ BU Saint Gobain Glass,Vidrio,MORELOS,Ayala,Bioxido de carbono,Kg,182239800,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME7S0803712,SOLDADURA DE MEXICO S.A DE C.V.. Soldadura de Mexico S.A. de C.V.,Metalurgica (incluye la siderurgica),CHIHUAHUA,Juarez,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,3016,0,0,0,0,0,0,,,,1,,,,,Metales
SME7Z1510411,SANDVIK DE MeXICO.  S.A. DE C.V.. SANDVIK DE MeXICO.  S.A. de C.V.,Metalurgica (incluye la siderurgica),MEXICO,Tlalnepantla de Baz,Bioxido de carbono,Kg,141320.69,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME810200311,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE DE MEXICO.  S.A. DE C.V.,Quimica,BAJA CALIFORNIA,Tecate,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,6.73,0,0,,,,1,,,,,Metales
SME810200311,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE DE MEXICO.  S.A. DE C.V.,Quimica,BAJA CALIFORNIA,Tecate,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,3.365,0,0,,,,1,,,,,Metales
SME810200311,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE DE MEXICO.  S.A. DE C.V.,Quimica,BAJA CALIFORNIA,Tecate,Cromo (compuestos),Kg,0,16.825,5524.22932,0,0,0,0,0,16.825,0,0,,,,1,,,,,Metales
SME810200311,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE DE MEXICO.  S.A. DE C.V.,Quimica,BAJA CALIFORNIA,Tecate,Niquel (compuestos),Kg,0,42.23,9014.99582,0,0,0,0,0,100.6135,0,0,,,,1,,,,,Metales
SME810200311,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE DE MEXICO.  S.A. DE C.V.,Quimica,BAJA CALIFORNIA,Tecate,Plomo (compuestos),Kg,0,6.73,0.12932,0,0,0,0,0,6.73,0,0,,,,1,,,,,Metales
SME810200411,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE,Quimica,BAJA CALIFORNIA,Tijuana,Cromo (compuestos),Kg,0,7.269875,0,0,0,0,0,18.278322,7.862,0,0,,,,1,,,,,Metales
SME810200411,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE,Quimica,BAJA CALIFORNIA,Tijuana,Niquel (compuestos),Kg,0,72.69875,0,0,0,0,0,168.14356,78.62,0,0,,,,1,,,,,Metales
SME810200411,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE,Quimica,BAJA CALIFORNIA,Tijuana,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,7.862,0,0,,,,1,,,,,Metales
SME810200411,SCHLAGE DE MEXICO S.A. DE C.V.. SCHLAGE,Quimica,BAJA CALIFORNIA,Tijuana,Bioxido de carbono,Kg,1944760,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME9M1101711,SCHAEFFLER MEXICO.  S. DE R.L. DE C.V.. ,Automotriz,GUANAJUATO,Irapuato,Bioxido de carbono,Kg,2033003.28,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SME9M1700411,SAINT-GOBAIN MEXICO SA DE CV. ,Vidrio,MORELOS,Ayala,Arsenico,Kg,10,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SME912802212,Spellman de Mexico S.A. de C.V.. SPELLMAN DE MEXICO.  S.A. DE C.V. (PLANTA 2),Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Matamoros,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,0,0,0,41.66,0,0,0,,,,1,,,,,Metales
SMM0502700015,Sanden Manufacturing Mexico SA de CV. ,Metalurgica (incluye la siderurgica),COAHUILA,Ramos Arizpe,Bioxido de carbono,Kg,841120,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SMM1I0502511,SOUTHWEST MANUFACTURAS DE MEXICO.  S. DE R.L. DE C.V.. ,Quimica,COAHUILA,Piedras Negras,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,1.7496,0,0,,,,1,,,,,Metales
SMM1I0502511,SOUTHWEST MANUFACTURAS DE MEXICO.  S. DE R.L. DE C.V.. ,Quimica,COAHUILA,Piedras Negras,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,1.7496,0,0,,,,1,,,,,Metales
SMM1I0502511,SOUTHWEST MANUFACTURAS DE MEXICO.  S. DE R.L. DE C.V.. ,Quimica,COAHUILA,Piedras Negras,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,3.4992,0,0,,,,1,,,,,Metales
SMM1I0502511,SOUTHWEST MANUFACTURAS DE MEXICO.  S. DE R.L. DE C.V.. ,Quimica,COAHUILA,Piedras Negras,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,1.7496,0,0,,,,1,,,,,Metales
SMM1103700009,Sannohashi Manufacturing Mexico.  S.A. de C.V.. ,Automotriz,GUANAJUATO,Silao,Bioxido de carbono,Kg,843509.8555,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SMM8S1409711,Flextronics Technologies Mexico S. de R.L. de C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,JALISCO,Tlajomulco de Zuniga,Arsenico (compuestos),Kg,0,0,1.66,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMM8S1409711,Flextronics Technologies Mexico S. de R.L. de C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,JALISCO,Tlajomulco de Zuniga,Cadmio (compuestos),Kg,0,0,1.32,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMM8S1409711,Flextronics Technologies Mexico S. de R.L. de C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,JALISCO,Tlajomulco de Zuniga,Cromo (compuestos),Kg,0,0,6.61,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMM8S1409711,Flextronics Technologies Mexico S. de R.L. de C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,JALISCO,Tlajomulco de Zuniga,Niquel (compuestos),Kg,0,0,7,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMM8S1409711,Flextronics Technologies Mexico S. de R.L. de C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,JALISCO,Tlajomulco de Zuniga,Plomo (compuestos),Kg,0,0,6.61,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMM8S1409711,Flextronics Technologies Mexico S. de R.L. de C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,JALISCO,Tlajomulco de Zuniga,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,7959.56,0,0,251.52,0,0,0,,,,1,,,,,Metales
SMNBU1901211,SIT MANUFACTURING NA.  S. A. DE C.V.. ,Articulos y productos metalicos,NUEVO LEON,Cienega de Flores,Cromo (compuestos),Kg,0,0,0,0,0,0,0,6.3045,0,0,0,,,,1,,,,,Metales
SMNBU1901211,SIT MANUFACTURING NA.  S. A. DE C.V.. ,Articulos y productos metalicos,NUEVO LEON,Cienega de Flores,Plomo (compuestos),Kg,0,0,0,0,0,0,0,32.252,0,0,0,,,,1,,,,,Metales
SMNBU1901211,SIT MANUFACTURING NA.  S. A. DE C.V.. ,Articulos y productos metalicos,NUEVO LEON,Cienega de Flores,Plomo (polvos respirables.  humos o vapores),Kg,15.652,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SMP7J1407011,Salzgitter Mannesmann Precision.  S.A. de C.V.. ,Automotriz,JALISCO,El Salto,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.3166,,,,1,,,,,Metales
SMP7J1407011,Salzgitter Mannesmann Precision.  S.A. de C.V.. ,Automotriz,JALISCO,El Salto,Bioxido de carbono,Kg,3503750,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SNMD11412011,SALUD NATURAL MEXICANA. .  S.A. DE C.V.,Quimica,JALISCO,Zapopan,Bioxido de carbono,Kg,227409,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
SNT3100100002,SIHUNCHEN NUMERO TRES S.P.R. DE R.L.. ,Alimenticio y/o de consumo humano,YUCATAN,Abala,Arsenico (compuestos),Kg,0,1.4708,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SNT3100100002,SIHUNCHEN NUMERO TRES S.P.R. DE R.L.. ,Alimenticio y/o de consumo humano,YUCATAN,Abala,Cadmio (compuestos),Kg,0,14.7084,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SNT3100100002,SIHUNCHEN NUMERO TRES S.P.R. DE R.L.. ,Alimenticio y/o de consumo humano,YUCATAN,Abala,Cromo (compuestos),Kg,0,14.7084,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SNT3100100002,SIHUNCHEN NUMERO TRES S.P.R. DE R.L.. ,Alimenticio y/o de consumo humano,YUCATAN,Abala,Niquel (compuestos),Kg,0,1.4708,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SNT3100100002,SIHUNCHEN NUMERO TRES S.P.R. DE R.L.. ,Alimenticio y/o de consumo humano,YUCATAN,Abala,Plomo (compuestos),Kg,0,1.4708,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SOH2300500219,SERVICIOS DE OPERACIONES HOTELERAS.  S.A. DE C.V.. HOTEL DESIRE RIVIERA MAYA RESORT,Otros,QUINTANA ROO,Benito Juarez,Arsenico (compuestos),Kg,0,0,2.2121,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SOH2300500219,SERVICIOS DE OPERACIONES HOTELERAS.  S.A. DE C.V.. HOTEL DESIRE RIVIERA MAYA RESORT,Otros,QUINTANA ROO,Benito Juarez,Cadmio (compuestos),Kg,0,0,2.9496,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SOH2300500219,SERVICIOS DE OPERACIONES HOTELERAS.  S.A. DE C.V.. HOTEL DESIRE RIVIERA MAYA RESORT,Otros,QUINTANA ROO,Benito Juarez,Cromo (compuestos),Kg,0,0,29.496,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SOH2300500219,SERVICIOS DE OPERACIONES HOTELERAS.  S.A. DE C.V.. HOTEL DESIRE RIVIERA MAYA RESORT,Otros,QUINTANA ROO,Benito Juarez,Niquel (compuestos),Kg,0,0,44.244,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SOH2300500219,SERVICIOS DE OPERACIONES HOTELERAS.  S.A. DE C.V.. HOTEL DESIRE RIVIERA MAYA RESORT,Otros,QUINTANA ROO,Benito Juarez,Plomo (compuestos),Kg,0,0,11.0611,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SOLQB1510411,SOLVMEX S.A..  ,Petroleo y petroquimica,MEXICO,Tlalnepantla de Baz,Tolueno,Kg,0,0,0,0,5000,0,0,80,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
SOM0400300059,SWIBER OFFSHORE MEXICO S.A. DE C.V.. ,Otros,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.57,,,,1,,,,,Metales
SOM0400300059,SWIBER OFFSHORE MEXICO S.A. DE C.V.. ,Otros,CAMPECHE,Carmen,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.99,,,,1,,,,,Metales
SOM0400300059,SWIBER OFFSHORE MEXICO S.A. DE C.V.. ,Otros,CAMPECHE,Carmen,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.42,,,,1,,,,,Metales
SON1401800009,SUNLIGTH ONLY.  S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),JALISCO,La Barca,Plomo (polvos respirables.  humos o vapores),Kg,9.36,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
SON1401800009,SUNLIGTH ONLY.  S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),JALISCO,La Barca,Cromo (polvos respirables.  humos o vapores),Kg,1.43,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
