NRA,NOMBRE,SECTOR,ESTADO,MUNICIPIO,SUSTANCIA,UNIDAD,AIRE,AGUA,SUELO,REUTILIZACION,RECICLADO,COPROCESAMIENTO,TRATAMIENTO,DISP_FINAL,ALCANTARILLADO,INCINERACION,OTROS,Comp_or_persist,Gases_Efecto_Invern,Hidrocarb_arom_y_alif,Metales,Organohalogenados,Sust_agot_del_ozono,Plaguicidas,Otras_sust_peligr,GRUPO
AAA190000015,BELDEN LRC MEXICO S DE R.L. DE C.V.. BELDEN LRC MEXICO,Equipos y articulos electronicos.  electricos y domesticos,NUEVO LEON,San Nicolas de los Garza,Cromo (compuestos),Kg,0,0,0,0,0,0,64,0,0,0,0,,,,1,,,,,Metales
AAGL70100111,AEROPUERTO DE AGUASCALIENTES SA DE CV. Aeropuerto Internacional de Aguascalientes ,Otros,AGUASCALIENTES,Aguascalientes,Niquel (compuestos),Kg,0,0,1.5646,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,1.275,0,0,,,,1,,,,,Metales
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,7.6498,0,0,,,,1,,,,,Metales
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Bioxido de carbono,Kg,1519079.71,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Niquel (polvos respirables.  humos o vapores),Kg,0,0,0,0,0,0,0,5.6,0,0,0,,,,1,,,,,Metales
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Cadmio,Kg,0,0,0,0,0,0,0,9.8,0,0,0,,,,1,,,,,Metales
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Metileno bis(fenilisocianato),Kg,13429.37,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Xileno (mezcla de isomeros),Kg,171395.68,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AAZEE0900211,ANGAR AZCAPOTZALCO S.A. DE C.V.. ANGAR AZCAPOTZALCO,Automotriz,DISTRITO FEDERAL,Azcapotzalco,Tolueno,Kg,1592.0065,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
ABA1605200103,AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.. AGROINDUSTRIAS DEL BALSAS.  S.A. DE C.V.,Quimica,MICHOACAN,Lazaro Cardenas,Oxido nitroso,Kg,1090666,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ABA1605200103,AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.. AGROINDUSTRIAS DEL BALSAS.  S.A. DE C.V.,Quimica,MICHOACAN,Lazaro Cardenas,Bioxido de nitrogeno,Kg,639558.67,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ABA621000711,AUSTIN BACIS S.A. DE C.V.. AUSTIN BACIS,Quimica,DURANGO,Gomez Palacio,Arsenico (compuestos),Kg,0,0,2.0759,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ABCHM0900411,THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.. Centro Medico ABC,Servicios de salud y de asistencia,DISTRITO FEDERAL,Cuajimalpa de Morelos,Formaldehido,Kg,0,0,0,0,0,0,0,0,0,1911.9,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
ABCHM0901021,THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.. Centro Medico ABC,Servicios de salud y de asistencia,DISTRITO FEDERAL,Alvaro Obregon,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,0,0,0,664.1,0,0,0,,,,1,,,,,Metales
ABI5J1100511,ALCOSA BIOTEC SA DE CV.  ,Quimica,GUANAJUATO,Apaseo el Grande,Mercurio,Kg,16,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACAS73005311,AB CALSA S.A. DE C.V.. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuitlahuac,Mercurio (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,3.6544,,,,1,,,,,Metales
AEMSP0805112,AGNICO EAGLE MEXICO SA DE CV. Agnico Eagle Mexico,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Benceno,Kg,1887.18,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AFE2G0710611,CIA. AZUCARERA LA FE.  S.A. DE C.V.. ZUCARMEX,Alimenticio y/o de consumo humano,CHIAPAS,Venustiano Carranza,Cromo (polvos respirables.  humos o vapores),Kg,57.59,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AFS1I0500211,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I).  S. DE R.L. DE C.V.. ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I).  S. DE R.L. DE C.V,Articulos y productos metalicos,COAHUILA,Acuna,Cianuro inorganico/organico,Kg,2.63,0,0,0,0,0,113.92,12.88,0,0,0,,,,,,,,1,Otras sustancias
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Dioxinas,Kg,0.00792,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,Compuestos Organicos Persistentes
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Furanos,Kg,0.00292,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,Compuestos Organicos Persistentes
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Benzo(a)pireno,Kg,14.764,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Benzo(a)antraceno,Kg,9.84,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Acido sulfhidrico,Kg,496300,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
AMA0705100008,AGROINDUSTRIAS DE MAPASTEPEC S.A.DE C.V.. Agroindustrias de Mapastepec.  S.A. de C.V.,Quimica,CHIAPAS,Mapastepec,Metano,Kg,170190,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AME2802200094,ARKEMA MEXICO S.A. DE C.V.. ,Quimica,TAMAULIPAS,Matamoros,Estireno (fenil etileno),Kg,539.002,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AME692201611,ADITIVOS MEXICANOS.  S.A. DE C.V.. ,Petroleo y petroquimica,QUERETARO,San Juan del Rio,Fenol,Kg,0,550.3904,0,0,0,0,0,114110,733.8456,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
AMIAD3105011,AES MERIDA III S DE RL DE CV. AES MERIDA III,Generacion de energia electrica,YUCATAN,Merida,Arsenico,Kg,6.54,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ASP5S2201421,INDORAMA VENTURES POLYMERS MEXICO  S. DE R.L. DE C.V.. INDORAMA VENTURES,Quimica,QUERETARO,Queretaro,Dioxano,Kg,0,5540,68.1,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
ASP5S2201421,INDORAMA VENTURES POLYMERS MEXICO  S. DE R.L. DE C.V.. INDORAMA VENTURES,Quimica,QUERETARO,Queretaro,Acetaldehido,Kg,0,4980,9.4,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
ASP5S2201421,INDORAMA VENTURES POLYMERS MEXICO  S. DE R.L. DE C.V.. INDORAMA VENTURES,Quimica,QUERETARO,Queretaro,Bifenilo,Kg,0,0,0,0,0,4623,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
ASP5S2201421,INDORAMA VENTURES POLYMERS MEXICO  S. DE R.L. DE C.V.. INDORAMA VENTURES,Quimica,QUERETARO,Queretaro,1. 2-Diclorobenceno,Kg,0,0,0,0,0,2511,0,0,0,0,0,,,,,1,,,,Organohalogenados
ASUEE0901411,AUTOMOTRIZ SAMURAI UNIVERSIDAD S.A. DE C.V.. MITSUBISHI UNIVERSIDAD,Otros,DISTRITO FEDERAL,Benito Juarez,2-Etoxietanol (Termonoetilico de etilenglicol),Kg,0,0,0,0,118.8,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
AUN0901400307,ANDRADE UNIVERSIDAD S.A. DE C.V.. ANDRADE UNIVERSIDAD ,Automotriz,DISTRITO FEDERAL,Benito Juarez,Cumeno,Kg,1443.11,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
BMEMB2111421,BASF MEXICANA S.A. DE C.V.. ,Quimica,PUEBLA,Puebla,Asbesto,Kg,0,0,0,0,0,0,0,2824,0,0,0,,,,,,,,1,Otras sustancias
BME5T3008512,BAYER DE MeXICO.  S. A. DE C. V.. BAYER DE MeXICO.  S.A DE C.V. PLANTA ORIZABA,Quimica,VERACRUZ,Ixtaczoquitlan,Cloroformo,Kg,0,0,0,0,0,106.4,0,0,0,0,0,,,,,1,,,,Organohalogenados
CBF582804011,CARDINBAL BRANDS FABRICACION S DE RL DE CV. Cardinal Brands Fabricacion S. de R.L. de C.V.,Celulosa y papel,TAMAULIPAS,Valle Hermoso,Acetato de vinilo,Kg,0,0,0,0,0,0,5174,7251.6,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
CCA2300500234,CAMERON DEL CARIBE.  S. DE R.L DE C.V.. HOTEL HYATT ZIVA CANCUN.,Otros,QUINTANA ROO,Benito Juarez,Hexafluoruro de azufre,Kg,0,0,0,0,0,0,0,1022,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CDE950200211,CD ELECTRONICA DE MEXICO SA DE CV. ,Equipos y articulos electronicos.  electricos y domesticos,BAJA CALIFORNIA,Mexicali,Tricloroetileno,Kg,0,0,0,0,1152,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
CFEAD0300111,Comision Federal de Electricidad. C.D.E. GRAL. AGUSTIN OLACHEA AVILES,Generacion de energia electrica,BAJA CALIFORNIA SUR,Comondu,Bifenilos policlorados,Kg,0,0,0,0,0,0,0,0,0,0,0.0109,1,,,,,,,,Compuestos Organicos Persistentes
CIN561904611,Copamex Industrias SA de CV. ,Celulosa y papel,NUEVO LEON,San Nicolas de los Garza,Clorotalonil,Kg,0,0,0,0,0,0,0,0,0,124.5,0,,,,,,,1,,Plaguicidas
CIN9M2802211,INTEVA MEXICO S DE RL DE CV. ,Automotriz,TAMAULIPAS,Matamoros,Cloruro de metileno,Kg,1089.8496,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
CLU3105000418,Constructora Lusen.  s.a. de c.v.. Lusen,Otros,YUCATAN,Merida,Hidrofluorocarbonos,Kg,20340,0,20.43,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
CON7N1104411,CONTICON S.A. DE C.V.. Conticon S.A. de C.V.,Metalurgica (incluye la siderurgica),GUANAJUATO,Villagran,Sulfato de cobre,Kg,0,0,0,0,0,22436.8,0,0,0,0,0,,,,,,,,1,Otras sustancias
CWD150000007,COOPER WIRING DEVICES DE MEXICO.  S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,MEXICO,Cuautitlan,1. 1-metileno bis(4-isocianato de ciclohexano),Kg,0,2528,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
DDS9H0503011,Delphi Diesel Systems S. de R.L. de C.V.. Delphi Diesel,Automotriz,COAHUILA,Saltillo,1. 4-Diclorobenceno,Kg,1059.00739,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
DPM2800300090,The Chemours Company Mexico S. de R.L  de C.V.. The Chemours Company Mexico S. de R.L. de C.V.,Quimica,TAMAULIPAS,Altamira,Clorodifluorometano (HCFC-22),Kg,1681,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,Sustancias Agotadoras de la Capa de Ozono
EAXLS0200212,ENERGIA AZTECA X SA DE CV. ,Generacion de energia electrica,BAJA CALIFORNIA,Mexicali,Acroleina,Kg,100.2079348,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
FCBC13003911,FABRICANTE Y COMERCIALIZADORA BETA S.A. DE C.V.. Grupo Petroquimico Beta S.A. de C.V.,Quimica,VERACRUZ,Coatzacoalcos,Oxido de etileno,Kg,0,0,0,0,0,0,0,900,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
FRT8L0801911,F-R TECNOLOGIAS DE FLUJO S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Chihuahua,4. 4'metileno-bis (2-cloroanilina) (MBOCA),Kg,1100,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
FRT8L0801911,F-R TECNOLOGIAS DE FLUJO S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Chihuahua,Toluen diisocianato,Kg,346.8,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
FRT8L0801911,F-R TECNOLOGIAS DE FLUJO S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Chihuahua,Diisocianato de difenilmetano polimerico,Kg,164.63,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
GBAMI1102711,Gasoductos del Bajio.  S. de R.L. de C.V.. GSAODUCTOS DEL BAJIO,Petroleo y petroquimica,GUANAJUATO,Salamanca,Dioxido de cloro,Kg,97000,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
GIN5P1700411,GRUINDAG INTERNATIONAL S.A DE C.V.. Gruindag International.  S.A. de C.V.,Quimica,MORELOS,Ayala,Epiclorhidrina,Kg,1000,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
GIN5P1700411,GRUINDAG INTERNATIONAL S.A DE C.V.. Gruindag International.  S.A. de C.V.,Quimica,MORELOS,Ayala,Acrilonitrilo,Kg,500,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
GMM9G1103711,General Motors de Mexico.  S. de R.L. de C.V.. General Motors de Mexico - Complejo Silao ,Automotriz,GUANAJUATO,Silao,Fosfato de tris(metilfenilo),Kg,2314.28,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
GMM9G2405011,General Motors de Mexico.  S de RL de CV. Complejo Automotriz de San Luis Potosi,Automotriz,SAN LUIS POTOSI,Villa de Reyes,Antimonio trioxido,Kg,3190.58,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
IMM1C0200111,ICU MEDICAL DE MEXICO S. DE R.L. DE C.V.. ,Articulos y productos compuestos de diferentes materiales,BAJA CALIFORNIA,Ensenada,1. 2. -Dicloroetano,Kg,26216.41,0,0,0,112.89,18.62,0,0,0,0,0,,,,,1,,,,Organohalogenados
KIN1D0501711,KONE INDUSTRIAL.  S.A. DE C.V.. KONE INDUSTRIAL,Articulos y productos metalicos,COAHUILA,Matamoros,Dibutilftalato,Kg,299.3712,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
LUG1407000054,RAUL MELITON LUNA GARCIA. QUIMI KAO S. A. DE C. V.,Quimica,JALISCO,El Salto,Clorometano,Kg,17577,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
MNO2603000241,MOLIMENTALES DEL NOROESTE.  S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),SONORA,Hermosillo,Nitrato de plata,Kg,0,0,0,0,0,0,0,31230,0,0,0,,,,,,,,1,Otras sustancias
MPMMB2800311,M&G POLIMEROS MEXICO S.A DE C.V.. ,Quimica,TAMAULIPAS,Altamira,1. 1. 2. 2-Tetracloroetano,Kg,0,0,0,0,0,0,0,0,0,0,647.696,,,,,1,,,,Organohalogenados
MRAAE0805111,MINERA REAL DE ANGELES.  S.A.  DE C.V.. MINERA REAL DE aNGELES UNIDAD CONCHEnO,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Benzo(b)fluoranteno,Kg,15000.00704,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
MRAAE0805111,MINERA REAL DE ANGELES.  S.A.  DE C.V.. MINERA REAL DE aNGELES UNIDAD CONCHEnO,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Acenafteno,Kg,1000.32,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
MRV5Q2800312,MEXICHEM RESINAS VINiLICAS.  S.A DE C.V.. MEXICHEM,Quimica,TAMAULIPAS,Altamira,Cloruro de vinilo,Kg,32463,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,Organohalogenados
NHU5R2800311,CABOT SPECIALTY CHEMICALS MEXICO S.A.P.I. DE C.V.. CABOT,Quimica,TAMAULIPAS,Altamira,Indeno(1. 2. 3-c. d)pireno,Kg,5,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
NHU5R2800311,CABOT SPECIALTY CHEMICALS MEXICO S.A.P.I. DE C.V.. CABOT,Quimica,TAMAULIPAS,Altamira,Benzo(k)fluoranteno,Kg,10,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
PFM5S2201411,DURAFIBER TECHNOLOGIES DFT MEXICO OPERATIONS S.A. DE C.V.. DURAFIBER,Quimica,QUERETARO,Queretaro,Butadieno,Kg,0,0,0,7712,0,0,0,0,0,6825,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
PQN5T3008511,PRODUCTOS QUIMICOS NATURALES S.A. DE C.V.. ,Quimica,VERACRUZ,Ixtaczoquitlan,Piridina,Kg,0,0,0,0,0,0,5055,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
PRE5Q2201611,AP RESINAS.  S.A. DE C.V.. ,Quimica,QUERETARO,San Juan del Rio,Acrilamina,Kg,0,0,0,0,1760,0,0,0,0,0,0,,,,,,,,1,Otras sustancias
QLU5P1100711,Quimica Lucava S.A. DE C.V..  ,Quimica,GUANAJUATO,Celaya,Clorpirifos,Kg,0,0,0,0,0,0,0,0,0,24168.32,0,,,,,,,1,,Plaguicidas
RBE8V0803711,RIO BRAVO ELECTRICOS.  S. DE R.L. DE C.V.. .  PLANTA 1,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Juarez,2. 4-Dinitrotolueno,Kg,604.8,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
SESBB1510411,SI EQUIPO Y SERVICIOS.  S. A. DE C. V.. ,Tratamiento de residuos peligrosos,MEXICO,Tlalnepantla de Baz,Azida de sodio,Kg,0,0,0,0,0,0,1477,0,0,0,0,,,,,,,,1,Otras sustancias
SFAML1500211,Sintesis y Formulaciones de Alta Tecnologia S.A. de C.V.. Sintesis y Formulaciones de Alta Tecnologia S. A.  de C. V.,Quimica,MEXICO,Acolman,Monocrotofos,Kg,0,0,0,0,0,0,0,1761,0,0,0,,,,,,,1,,Plaguicidas
SPG912802211,KEARFOTT PRECISIONES GENERALES DE MEXICO S.A. DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Matamoros,1. 1-Dicloro-1-Fluoroetano (HCFC-141b),Kg,2518.32,0,0,0,0,0,0,743.8,0,0,0,,,,,,1,,,Sustancias Agotadoras de la Capa de Ozono
AAG1403901019,JESUS ALVARADO GARCIA. TALLER DEL SR. JESUS ALVARADO,Quimica,JALISCO,Guadalajara,Cromo (compuestos),Kg,3.7329,0,0,0,0,0,0,40,0.0032,0,0,,,,1,,,,,Metales
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,4.2499,0,0,,,,1,,,,,Metales
AAL7Q1503321,ALMEXA ALUMINIO SA DE CV. ,Metalurgica (incluye la siderurgica),MEXICO,Ecatepec de Morelos,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,10.6247,0,0,,,,1,,,,,Metales
AAL7Q1510911,AZINSA ALUMINIO.  S.A DE C.V. AZINSA ALUMINIO.  S.A. DE C.V.,Metalurgica (incluye la siderurgica),MEXICO,Tultitlan,Bioxido de carbono,Kg,9839902.889,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AAM1503900040,ACEROS AMERICA S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),MEXICO,Ixtapaluca,Bioxido de carbono,Kg,119376,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AAM9I2803211,ARC AUTOMOTRIZ DE MEXICO.  S. DE R.L. DE C.V.. ,Automotriz,TAMAULIPAS,Reynosa,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.0332,,,,1,,,,,Metales
AAM9I2803211,ARC AUTOMOTRIZ DE MEXICO.  S. DE R.L. DE C.V.. ,Automotriz,TAMAULIPAS,Reynosa,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.0251,,,,1,,,,,Metales
AAM9I2803211,ARC AUTOMOTRIZ DE MEXICO.  S. DE R.L. DE C.V.. ,Automotriz,TAMAULIPAS,Reynosa,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.0664,,,,1,,,,,Metales
AAM9M1103711,AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV. AMERICAN AXLE & MANUFACTURING DE MEXICO,Automotriz,GUANAJUATO,Silao,Bioxido de carbono,Kg,20190560,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AAU1903900165,Autokam Automotriz S.A. de C.V.. ,Otros,NUEVO LEON,Monterrey,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,2.064,0,0,,,,1,,,,,Metales
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Cadmio (compuestos),Kg,0,0,7.7842,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Cromo (compuestos),Kg,0,0,19.4605,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Niquel (compuestos),Kg,0,0,58.9654,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Plomo (compuestos),Kg,0,0,35.0289,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AAU2112800014,AUDI MEXICO.  S.A DE C.V.. AUDI,Automotriz,PUEBLA,San Jose Chiapa,Bioxido de carbono,Kg,16760262.32,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ABA1605200103,AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.. AGROINDUSTRIAS DEL BALSAS.  S.A. DE C.V.,Quimica,MICHOACAN,Lazaro Cardenas,Bioxido de carbono,Kg,213142157,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ABA621000711,AUSTIN BACIS S.A. DE C.V.. AUSTIN BACIS,Quimica,DURANGO,Gomez Palacio,Niquel (compuestos),Kg,0,0,1.1906,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ABCHM0901021,THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.. Centro Medico ABC,Servicios de salud y de asistencia,DISTRITO FEDERAL,Alvaro Obregon,Formaldehido,Kg,0,0,0,0,0,0,0,0,0,3875.8,0,,,1,,,,,,Hidrocarburos Aromaticos y Alifaticos
ABCHM0901021,THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.. Centro Medico ABC,Servicios de salud y de asistencia,DISTRITO FEDERAL,Alvaro Obregon,Cadmio,Kg,0,0,0,0,0,0,0,49.2,0,0,0,,,,1,,,,,Metales
ABC8A0200411,ALUMINIO DE BAJA CALIFORNIA SA DE CV. ,Quimica,BAJA CALIFORNIA,Tijuana,Niquel (compuestos),Kg,0,5.4964,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ABI5J1100511,ALCOSA BIOTEC SA DE CV.  ,Quimica,GUANAJUATO,Apaseo el Grande,Bioxido de carbono,Kg,360013021.2,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ABI861900611,ABINSA SA DE CV. ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO,Metalurgica (incluye la siderurgica),NUEVO LEON,Apodaca,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,7,0,0,,,,1,,,,,Metales
ABL1902600106,Acuity Brands Lighting de Mexico S de RL de CV. ACUITY BRANDS LIGHTING DE MeXICO.  S. DE R.L. DE C.V.,Equipos y articulos electronicos.  electricos y domesticos,NUEVO LEON,Guadalupe,Bioxido de carbono,Kg,1923795.4,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ABPMC1000711,ADM BIO PRODUCTOS.  S.A. DE C.V.. ADM BIO PRODUCTOS.  S.A DE C.V.,Quimica,DURANGO,Gomez Palacio,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,4.2251,0,0,,,,1,,,,,Metales
ABS7T0503011,ALUMINIO Y BRONCES DE SALTILLO.  S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Saltillo,Bioxido de carbono,Kg,415600,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ACAKE1700711,AUTO CAM.  S.A. DE C.V.. AUTO CAM,Otros,MORELOS,Cuernavaca,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,433.3,0,0,0,0,0,0,,,,1,,,,,Metales
ACAKE1903911,AUTOMOVILES Y CAMIONES.  S.A. DE C.V.. ,Otros,NUEVO LEON,Monterrey,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,6,0,0,0,0,0,0,,,,1,,,,,Metales
